year,month,day,average_rtt,average_rtt_n,download_throughput,download_throughput_n,minimum_rtt,minimum_rtt_n,packet_retransmit_rate,packet_retransmit_rate_n,upload_throughput,upload_throughput_n
2012,1,1,56.791946308724832,239,8.8323863874445685,239,29.0,239,0.0020230629172567267,239,0.71676101860863284,400
2012,1,2,56.279393173198486,227,8.1510263350404522,227,31.0,227,0.0027964205816554811,227,0.7549393668859361,356
2012,1,3,48.764030870753047,164,11.11500466413769,164,23.0,164,0.0016402930061150296,164,0.69165385125418988,311
2012,1,4,60.995848461557301,194,8.3217265373481659,194,24.0,194,0.002563801745774101,194,0.63454849488714127,313
2012,1,5,62.86162912727395,132,9.4120941946649737,132,29.0,132,0.0015569882027031139,132,0.71806076698077503,255
2012,1,6,51.676356589147289,147,9.7126941428048195,147,29.0,147,0.0023620089507707608,147,0.67692608669595433,279
2012,1,7,55.033385093167702,193,9.4748826768286953,193,25.0,193,0.0022000000000000001,193,0.62170184418840968,315
2012,1,8,50.791198464822742,218,10.599228736777956,218,26.0,218,0.0023809330854150691,218,0.67250294247958675,403
2012,1,9,53.208185301288751,144,8.7857691587395337,144,21.5,144,0.0023179232762022854,144,0.62784030802640167,278
2012,1,10,67.299426934097426,183,8.3618606721337017,183,32.0,183,0.0026919475655430712,183,0.62063322768970919,310
2012,1,11,54.052832347892426,169,11.478041331439288,169,29.0,169,0.0020155485171321624,169,0.76319577015856321,330
2012,1,12,52.56619937694704,185,9.4735654390240178,185,27.0,185,0.0025961765400047201,185,0.61442728640416677,297
2012,1,13,54.199367088607595,177,11.613622780218906,177,27.0,177,0.0023392594572918058,177,0.6334372827605268,306
2012,1,14,52.682398524318899,232,11.319556868241758,232,24.0,232,0.0016677892547301903,232,0.62119877763722531,386
2012,1,15,55.24888946872808,224,10.5940934930182,224,28.0,224,0.0026593411537120556,224,0.73849685441560631,360
2012,1,16,58.937534857780257,225,9.7887139253624351,225,25.0,225,0.0022611644997173543,225,0.69514981088389927,374
2012,1,17,57.496708531945146,212,10.358205268226154,212,32.0,212,0.0023091337035259707,212,0.61977034901497408,341
2012,1,18,57.942741778912549,176,10.63706632243424,176,26.5,176,0.0024032138522562503,176,0.70173380586726664,305
2012,1,19,52.735666446791299,170,11.740372512698038,170,29.5,170,0.001822477219034762,169,0.72277048204743433,298
2012,1,20,52.758154263873024,148,9.8019468586426868,148,27.0,148,0.0020358201441376274,148,0.64180891161756704,257
2012,1,21,58.879163108454314,221,9.1437434524537,221,28.0,221,0.0022031451796702879,221,0.66558998924626067,385
2012,1,22,57.227378190255223,225,10.586737444779072,225,26.0,225,0.002305533279871692,225,0.76360491523321539,369
2012,1,23,51.372727272727275,177,10.438385044998718,177,28.0,177,0.0026437541308658294,177,0.7645048395405809,356
2012,1,24,53.059123343527013,179,9.4856125177331787,179,27.0,179,0.002329983981360128,179,0.75257229795683367,325
2012,1,25,54.365145228215766,197,8.5882672326757472,197,25.0,197,0.002249212775528565,197,0.72281336949441155,332
2012,1,26,49.252289758534552,185,10.809743161314017,185,23.0,185,0.0027359781121751026,183,0.68401300292195832,337
2012,1,27,50.198831358545689,203,10.778000126924027,203,26.0,203,0.0018419504208345059,201,0.76059942456836871,329
2012,1,28,56.177568134171906,239,10.456692701087427,239,27.0,239,0.0021018096068078124,239,0.75654835867296044,386
2012,1,29,54.5653798256538,271,8.6106787509393392,271,28.0,271,0.0025034770514603616,269,0.61956968385184674,433
2012,1,30,56.946657663740716,183,9.4675464002411829,183,30.0,183,0.0021711597611724261,183,0.72184744725919225,342
2012,1,31,59.142984807864167,159,9.244688231947304,159,30.0,159,0.0018611576400521124,159,0.7558583263398948,297
2012,2,1,52.081928838951313,143,10.352167628214289,143,25.0,143,0.0021586983035252415,142,0.77596404040104028,265
2012,2,2,52.074869413813119,157,8.5493860663941206,157,20.0,157,0.0017390141127683768,157,0.61785151199127719,285
2012,2,3,48.735916861394664,180,11.461835031373827,180,24.5,180,0.0023018782813084889,180,0.62332207454263322,324
2012,2,4,54.654929577464792,239,11.208484943218163,239,26.0,239,0.001773804455796793,239,0.63866402509764653,425
