year,month,day,average_rtt,average_rtt_n,download_throughput,download_throughput_n,minimum_rtt,minimum_rtt_n,packet_retransmit_rate,packet_retransmit_rate_n,upload_throughput,upload_throughput_n
2012,1,1,100.93267461142644,294,12.045110000936345,294,22.0,294,0.004402828740057374,294,3.8108683831046166,653
2012,1,2,88.898932594879383,304,10.90789396664994,304,24.0,304,0.0058137678946915778,304,3.8951616173250398,682
2012,1,3,89.316555740432619,245,8.5589093543654684,245,24.0,245,0.0058922558922558923,245,3.4127241294782245,548
2012,1,4,99.0250707044558,224,8.3478667149025831,224,25.0,224,0.0052957472380705858,224,1.5626938814248235,540
2012,1,5,103.32051603206413,251,7.0315527894417835,251,27.0,251,0.0065989847715736041,251,2.3559863170166802,582
2012,1,6,110.38729623383924,247,9.9183117387928181,247,23.0,247,0.0056861258529188781,247,3.8440537354184015,566
2012,1,7,95.086791387073148,276,8.9541930442313244,276,24.0,276,0.0055430517600339232,276,3.9130069025163112,619
2012,1,8,98.217818044545112,279,6.2729123614652416,279,27.0,279,0.0050594187551476644,279,2.8695982113176433,659
2012,1,9,105.65395644087501,224,10.316982778382222,224,25.0,224,0.0051272375801517337,224,3.9741558012095632,494
2012,1,10,106.62122229684351,201,6.6638700291884065,201,32.0,201,0.0057579847053531264,201,3.31036061461419,522
2012,1,11,97.959398106109745,221,7.8671929066517627,221,26.0,221,0.0050675675675675678,221,2.219101547380907,576
2012,1,12,84.455979701582976,222,9.1689221306105608,222,23.5,222,0.0041933369251532047,222,3.7997286433953419,566
2012,1,13,92.820528030377432,212,8.70765846467161,212,23.0,212,0.0049619654545416773,212,3.4909606394295754,564
2012,1,14,81.80052346055011,252,8.4710488228528362,252,24.0,252,0.0048882181001457508,252,3.3359569578951462,661
2012,1,15,104.13666723139693,300,6.7304343987087503,300,24.0,300,0.0061625510709620648,300,2.1736929240347496,718
2012,1,16,89.467822206967568,295,5.8889518775040255,295,26.0,295,0.0058531394111387015,295,2.6985941988619517,670
2012,1,17,95.700574966828839,235,4.7599264172143947,235,29.0,235,0.00606228886112268,235,1.8100064993138898,563
2012,1,18,105.17516965439413,204,7.9503713170772663,204,25.0,204,0.0061767283590549414,204,3.6454813800369532,518
2012,1,19,111.42289799223157,216,7.0395049851795655,216,28.5,216,0.0063430318011569228,216,3.6941089166666359,546
2012,1,20,98.521133754149218,206,10.117138822953983,206,22.0,206,0.0052544745065335376,206,3.8524251854018456,507
2012,1,21,99.125618041064683,310,7.5827657416722998,310,26.5,310,0.005962313573306597,310,3.3317541982189303,720
2012,1,22,89.414092687722331,240,5.7753816466848864,240,26.5,240,0.0050813102494737285,240,3.7289975445262664,580
2012,1,23,106.59922642070812,231,6.4864913529413259,232,33.0,231,0.0068396971152077275,232,3.8367169308454541,541
2012,1,24,108.22431267147692,206,7.7068793136621725,206,30.0,206,0.005751890359510476,206,3.9168875956740905,543
2012,1,25,91.102325371178054,188,10.65021619875743,188,24.0,188,0.0053283747047271155,188,4.0314192687278165,516
2012,1,26,98.496844673353209,208,11.695987256159203,208,22.0,208,0.0056651159118145614,208,3.324162304056868,507
2012,1,27,103.63959954492691,202,11.387772333235326,202,25.0,202,0.0059660780814626965,202,4.0468394154916361,505
2012,1,28,99.430724971231299,249,10.872054301258578,249,24.0,249,0.0049681025235702595,249,3.8723690090137408,611
2012,1,29,90.253771371102914,255,8.544346411641607,255,24.0,255,0.0051799345692475464,255,3.3486841285071267,636
2012,1,30,97.473157415832574,207,8.4126772351496086,207,29.0,207,0.0056114203627222123,207,3.6924677693227324,469
2012,1,31,97.627570372628981,190,9.1499690845818016,190,24.0,190,0.005791472490778115,190,1.9137891367641577,443
2012,2,1,102.89952904238619,199,8.935035176092633,199,24.0,199,0.0056585278916414187,199,3.7515618841295701,451
2012,2,2,95.731269792934,198,8.8234506106472317,198,25.0,198,0.006056323873152079,198,3.544958859335027,486
2012,2,3,101.79373151367339,167,9.5221081461544408,167,29.0,167,0.0056642636457260552,167,3.7446871539778637,426
2012,2,4,86.110827137546465,233,13.795063777117894,233,24.0,233,0.0049019607843137254,233,4.0957368936424343,563
2012,2,5,100.87943262411348,219,10.013232030291295,219,25.0,219,0.0038394415357766143,219,3.9706446911384115,555
2012,2,6,78.731558510745955,202,9.845428710950614,202,22.5,202,0.0044674327973079023,202,3.9218287975355262,486
2012,2,7,79.24532814415933,228,9.5413636052470636,228,23.0,228,0.0049326320744003012,226,4.0779199085412241,586
2012,2,8,100.58391523600918,236,10.782184967631796,236,28.0,236,0.0052368968840742595,236,4.1080862387650816,574
2012,2,9,99.658054054054048,231,6.8151512377614507,231,30.0,231,0.0045826013900557546,231,3.5166266302914861,592
2012,2,10,109.66197183098592,261,5.920594128816635,261,30.0,261,0.0044923629829290209,261,3.1574357348242508,606
2012,2,11,93.960916032567809,264,6.8972704532270317,264,26.0,264,0.0055694650247815648,263,3.4117489710469164,665
2012,2,12,109.39668442865602,285,7.262833747058786,285,28.0,285,0.0056577086280056579,285,3.394370864140166,688
2012,2,13,87.234766708298878,182,9.4848889759495023,182,24.0,182,0.0054388745201498084,182,3.7955759558552904,496
2012,2,14,97.751027013569029,203,7.8839400960579278,203,29.0,203,0.0050568900126422255,203,3.925377508433642,523
2012,2,15,91.230995548099884,236,11.980192426912902,236,24.5,236,0.0045584588579454617,236,4.0020994244910506,576
2012,2,16,100.3649121888285,202,7.2821387716575607,202,27.0,202,0.0042278906778695719,202,3.8160194887184167,544
2012,2,17,100.68871023241695,224,12.426487757276153,224,26.0,224,0.0046865862598186314,224,3.4299861402668705,569
