year,month,day,average_rtt,average_rtt_n,download_throughput,download_throughput_n,minimum_rtt,minimum_rtt_n,packet_retransmit_rate,packet_retransmit_rate_n,upload_throughput,upload_throughput_n
2012,1,1,47.570515392395329,216,9.3051131530110034,216,20.0,216,0.0023161943062025171,216,3.2155387120423931,355
2012,1,2,47.46131805157593,189,7.4823072710613623,189,21.0,189,0.0035838642206893244,188,3.2893235922897612,366
2012,1,3,51.728817603393423,132,10.782145622101529,132,19.0,132,0.0014171887293704267,132,3.2550105175570079,345
2012,1,4,50.867205542725173,162,9.0365353691085897,162,19.0,162,0.0017327533228315224,162,3.2538596775126587,340
2012,1,5,46.428018871313981,172,13.940320738550607,172,18.5,172,0.0021426496385185175,172,3.2563242314697103,366
2012,1,6,44.562908086388752,183,12.840144806853376,183,18.0,183,0.0019279252558208513,183,3.2548817867827085,341
2012,1,7,46.372840387571479,200,13.356045871685222,200,19.0,200,0.0013090969632751784,200,3.2575090614999183,379
2012,1,8,48.478461538461538,235,8.1467293046977751,235,20.0,235,0.0024954250540675429,235,3.2527263119878729,424
2012,1,9,48.54106280193237,163,8.1719724577913038,163,19.0,163,0.0028536485935589076,163,3.1007534427746246,310
2012,1,10,44.524344569288388,179,5.7032012413816489,179,20.0,179,0.0054948876678027406,179,3.2442796482350729,301
2012,1,11,43.510652509774715,196,10.61244106824444,196,20.0,196,0.0019544673135062072,196,3.2532373740287075,373
2012,1,12,45.108858908638439,162,8.1195478947911912,162,20.5,162,0.0034469373131158151,162,3.2513928867783664,294
2012,1,13,47.882352941176471,193,8.2876557148557701,193,20.0,193,0.0023920433085735868,193,3.2103264291824924,357
2012,1,14,45.668167143937758,192,8.832865901151262,192,19.0,192,0.0025041391494923454,192,3.1727710133279547,351
2012,1,15,48.141442715700144,259,6.6521486533576493,259,22.0,259,0.0043702820818434648,259,3.2134033182381745,423
2012,1,16,46.586216568727821,226,7.7121164330831125,226,20.0,226,0.0031384935231089078,226,3.2555554908202429,373
2012,1,17,49.106961489631828,196,3.7273423049008478,196,23.0,196,0.0054381422529191162,196,3.2543826772030018,318
2012,1,18,49.613899296734019,194,9.4424915612647737,194,19.0,194,0.0019330815016821152,194,3.2530325312077801,352
2012,1,19,46.547287055324894,174,11.900055511039154,174,19.0,174,0.0015487647053723038,174,3.2531162593810663,305
2012,1,20,43.082079343365251,191,10.861700200826794,191,19.0,191,0.0015393226980128744,191,3.2549825751283756,347
2012,1,21,47.376513317191282,193,10.970649650187729,193,19.0,193,0.0010810031709426347,193,3.2535387045305253,415
2012,1,22,44.407174650545862,204,10.269119932719921,204,18.0,204,0.0014985991046024274,204,3.2514737564071683,408
2012,1,23,45.867618850683371,188,11.017277787471993,188,18.0,188,0.0014796379635566067,188,3.2524751997522237,387
2012,1,24,48.691172069012524,208,10.635491396916866,208,21.0,208,0.0024968789013732834,207,3.2535962851966151,365
2012,1,25,46.114534021055604,219,11.408382994338874,219,20.0,219,0.0021533979352713916,219,3.2933627025793899,385
2012,1,26,41.491992497180313,242,12.954220129314987,242,19.5,242,0.0012993781340583908,242,3.2532595544370375,427
2012,1,27,45.417133477511669,210,12.456154892401473,210,19.0,210,0.00098170851354412191,210,3.2909056265752268,432
2012,1,28,41.583333333333336,259,14.347312373225153,259,18.0,259,0.0011644455945141673,259,3.2421039393988815,534
2012,1,29,48.285060975609753,217,9.5528616473028265,217,20.0,217,0.0015710269555151315,217,3.2917216351010672,403
2012,1,30,55.345493562231759,155,7.6507596112022114,155,20.0,155,0.0029815146094215863,155,3.2522288896105955,300
2012,1,31,48.953050160577497,176,12.109125510599849,176,19.0,176,0.0016192823315271695,176,3.270367110013308,350
2012,2,1,44.086355848220521,280,10.229241961717026,280,19.0,280,0.0016325563912161561,280,3.2518408667792338,491
2012,2,2,49.326719576719576,233,12.421705930921188,233,19.0,233,0.0017683465959328027,233,3.211724932711046,445
2012,2,3,48.960995294450925,248,13.298217802202689,248,19.0,248,0.0012829284981183717,248,3.2159825046056754,513
2012,2,4,43.986863651057284,306,12.018798221551275,306,18.0,306,0.0013801721267878901,306,3.2510593028849222,580
2012,2,5,50.924289994326479,280,11.925405906826217,280,19.0,280,0.0017725894114995156,280,3.2536618448864112,591
2012,2,6,42.648802210389178,270,14.2079197521334,270,19.0,270,0.0015553934762896353,270,3.2259037427869646,559
2012,2,7,47.481166464155528,249,10.272817816776039,249,20.0,249,0.0022737608003638018,249,3.1738654496322947,524
2012,2,8,47.324836087155518,210,12.645112736235584,210,19.5,210,0.001760403424317443,210,3.2501453110647582,426
2012,2,9,40.612005856515374,141,10.946542331218858,141,19.0,141,0.0018519947526815341,141,3.2649706164766537,267
2012,2,10,43.083787155596056,290,12.093319401361782,290,18.0,290,0.0013047894413813828,290,3.2539475464672565,575
2012,2,11,44.951236839305793,314,9.603417988316707,314,19.0,314,0.0014908684308609765,313,3.2555457575545947,645
2012,2,12,47.127981384525881,340,8.2338062915990715,340,20.0,340,0.0027094407573197976,340,3.2130097084998708,637
2012,2,13,46.40858208955224,269,11.565514097797783,269,19.0,269,0.0023150827642088203,269,3.2537682915308515,581
2012,2,14,42.823302469135804,229,13.690448910508755,229,19.0,229,0.0015079457139542977,229,3.2522642260667265,467
